Ensembl Gene ID	Multiple?	% Identity with respect to Human gene	Hs Gene	HS Description	First	Ensembl Gene ID
B0334.6	1	14	GPR142	G protein-coupled receptor 142 [Source:HGNC Symbol;Acc:20088]	1	B0334.6
B0336.10	0	86	RPL23	ribosomal protein L23 [Source:HGNC Symbol;Acc:10316]	1	B0336.10
B0336.11	0	23	MOSPD2	motile sperm domain containing 2 [Source:HGNC Symbol;Acc:28381]	1	B0336.11
B0336.13	0	41	GTF2A2	"general transcription factor IIA, 2, 12kDa [Source:HGNC Symbol;Acc:4647]"	1	B0336.13
B0336.2	1	93	ARF1	ADP-ribosylation factor 1 [Source:HGNC Symbol;Acc:652]	1	B0336.2
B0336.2	1	92	ARF3	ADP-ribosylation factor 3 [Source:HGNC Symbol;Acc:654]	1	B0336.2
B0336.3	1	25	RBM26	RNA binding motif protein 26 [Source:HGNC Symbol;Acc:20327]	1	B0336.3
B0336.3	1	20	RBM27	RNA binding motif protein 27 [Source:HGNC Symbol;Acc:29243]	1	B0336.3
B0336.4	0	21	AKAP10	A kinase (PRKA) anchor protein 10 [Source:HGNC Symbol;Acc:368]	1	B0336.4
B0336.6	1	29	ABI1	abl-interactor 1 [Source:HGNC Symbol;Acc:11320]	1	B0336.6
B0336.6	1	31	ABI2	abl-interactor 2 [Source:HGNC Symbol;Acc:24011]	1	B0336.6
B0336.6	1	30	ABI3	"ABI family, member 3 [Source:HGNC Symbol;Acc:29859]"	1	B0336.6
B0336.8	0	18	ATG12	ATG12 autophagy related 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:588]	1	B0336.8
B0336.9	0	17	SFSWAP	"splicing factor, suppressor of white-apricot homolog (Drosophila) [Source:HGNC Symbol;Acc:10790]"	1	B0336.9
B0348.4	0	50	PLCB4	"phospholipase C, beta 4 [Source:HGNC Symbol;Acc:9059]"	1	B0348.4
B0348.6	1	38	EIF4E	eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:3287]	1	B0348.6
B0348.6	1	38	EIF4E1B	eukaryotic translation initiation factor 4E family member 1B [Source:HGNC Symbol;Acc:33179]	1	B0348.6
B0350.2	1	42	ANK1	"ankyrin 1, erythrocytic [Source:HGNC Symbol;Acc:492]"	1	B0350.2
B0350.2	1	30	ANK2	"ankyrin 2, neuronal [Source:HGNC Symbol;Acc:493]"	1	B0350.2
B0350.2	1	26	ANK3	"ankyrin 3, node of Ranvier (ankyrin G) [Source:HGNC Symbol;Acc:494]"	1	B0350.2
B0361.10	0	57	YKT6	YKT6 v-SNARE homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:16959]	1	B0361.10
B0361.2	0	17	CWF19L2	"CWF19-like 2, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:26508]"	1	B0361.2
B0361.5	1	32	PISD	phosphatidylserine decarboxylase [Source:HGNC Symbol;Acc:8999]	1	B0361.5
B0361.6	0	38	C9orf114	chromosome 9 open reading frame 114 [Source:HGNC Symbol;Acc:26933]	1	B0361.6
B0361.7	1	27	ACP2	"acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:123]"	1	B0361.7
B0361.7	1	28	ACPP	"acid phosphatase, prostate [Source:HGNC Symbol;Acc:125]"	1	B0361.7
B0361.7	1	28	ACPT	"acid phosphatase, testicular [Source:HGNC Symbol;Acc:14376]"	1	B0361.7
B0361.8	0	42	ALG11	"asparagine-linked glycosylation 11, alpha-1,2-mannosyltransferase homolog (yeast) [Source:HGNC Symbol;Acc:32456]"	1	B0361.8
B0365.1	0	60	ACLY	ATP citrate lyase [Source:HGNC Symbol;Acc:115]	1	B0365.1
B0365.7	0	11	DNAH14	"dynein, axonemal, heavy chain 14 [Source:HGNC Symbol;Acc:2945]"	1	B0365.7
B0379.4	1	56	CTDSP1	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1 [Source:HGNC Symbol;Acc:21614]"	1	B0379.4
B0379.4	1	50	CTDSP2	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2 [Source:HGNC Symbol;Acc:17077]"	1	B0379.4
B0379.4	1	50	CTDSPL	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like [Source:HGNC Symbol;Acc:16890]"	1	B0379.4
B0393.1	1	55	RPSA	ribosomal protein SA [Source:HGNC Symbol;Acc:6502]	1	B0393.1
B0393.1	1	55	RPSAP58	ribosomal protein SA pseudogene 58 [Source:HGNC Symbol;Acc:36809]	1	B0393.1
B0393.2	0	22	TBC1D5	"TBC1 domain family, member 5 [Source:HGNC Symbol;Acc:19166]"	1	B0393.2
B0395.1	1	25	SLC9A1	"solute carrier family 9 (sodium/hydrogen exchanger), member 1 [Source:HGNC Symbol;Acc:11071]"	1	B0395.1
B0395.1	1	25	SLC9A2	"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:HGNC Symbol;Acc:11072]"	1	B0395.1
B0395.1	1	22	SLC9A4	"solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:HGNC Symbol;Acc:11077]"	1	B0395.1
B0395.2	1	27	SOAT1	sterol O-acyltransferase 1 [Source:HGNC Symbol;Acc:11177]	1	B0395.2
B0395.2	1	26	SOAT2	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:11178]	1	B0395.2
B0399.1	1	34	KCNN1	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1 [Source:HGNC Symbol;Acc:6290]"	1	B0399.1
B0399.1	1	33	KCNN2	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2 [Source:HGNC Symbol;Acc:6291]"	1	B0399.1
B0399.1	1	26	KCNN3	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 [Source:HGNC Symbol;Acc:6292]"	1	B0399.1
B0399.1	1	31	KCNN4	"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4 [Source:HGNC Symbol;Acc:6293]"	1	B0399.1
B0403.2	0	3	BIRC6	baculoviral IAP repeat containing 6 [Source:HGNC Symbol;Acc:13516]	1	B0403.2
B0403.4	0	48	PDIA6	"protein disulfide isomerase family A, member 6 [Source:HGNC Symbol;Acc:30168]"	1	B0403.4
B0410.2	1	35	VANGL1	"vang-like 1 (van gogh, Drosophila) [Source:HGNC Symbol;Acc:15512]"	1	B0410.2
B0410.2	1	32	VANGL2	"vang-like 2 (van gogh, Drosophila) [Source:HGNC Symbol;Acc:15511]"	1	B0410.2
B0412.1	1	19	DACH1	dachshund homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:2663]	1	B0412.1
B0412.1	1	19	DACH2	dachshund homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:16814]	1	B0412.1
B0412.2	1	19	GDF11	growth differentiation factor 11 [Source:HGNC Symbol;Acc:4216]	1	B0412.2
B0412.2	1	20	MSTN	myostatin [Source:HGNC Symbol;Acc:4223]	1	B0412.2
B0412.2	1	18	TGFB1	"transforming growth factor, beta 1 [Source:HGNC Symbol;Acc:11766]"	1	B0412.2
B0412.2	1	17	TGFB2	"transforming growth factor, beta 2 [Source:HGNC Symbol;Acc:11768]"	1	B0412.2
B0412.2	1	17	TGFB3	"transforming growth factor, beta 3 [Source:HGNC Symbol;Acc:11769]"	1	B0412.2
B0412.3	0	27	TRAPPC11	trafficking protein particle complex 11 [Source:HGNC Symbol;Acc:25751]	1	B0412.3
B0412.4	1	57	RPS29	ribosomal protein S29 [Source:HGNC Symbol;Acc:10419]	1	B0412.4
B0414.2	1	21	RUNX1	runt-related transcription factor 1 [Source:HGNC Symbol;Acc:10471]	1	B0414.2
B0414.2	1	19	RUNX2	runt-related transcription factor 2 [Source:HGNC Symbol;Acc:10472]	1	B0414.2
B0414.2	1	24	RUNX3	runt-related transcription factor 3 [Source:HGNC Symbol;Acc:10473]	1	B0414.2
B0414.3	1	20	H1F0	"H1 histone family, member 0 [Source:HGNC Symbol;Acc:4714]"	1	B0414.3
B0414.3	1	12	H1FOO	"H1 histone family, member O, oocyte-specific [Source:HGNC Symbol;Acc:18463]"	1	B0414.3
B0414.3	1	15	H1FX	"H1 histone family, member X [Source:HGNC Symbol;Acc:4722]"	1	B0414.3
B0414.3	1	22	HIST1H1A	"histone cluster 1, H1a [Source:HGNC Symbol;Acc:4715]"	1	B0414.3
B0414.3	1	29	HIST1H1B	"histone cluster 1, H1b [Source:HGNC Symbol;Acc:4719]"	1	B0414.3
B0414.3	1	28	HIST1H1C	"histone cluster 1, H1c [Source:HGNC Symbol;Acc:4716]"	1	B0414.3
B0414.3	1	25	HIST1H1D	"histone cluster 1, H1d [Source:HGNC Symbol;Acc:4717]"	1	B0414.3
B0414.3	1	27	HIST1H1E	"histone cluster 1, H1e [Source:HGNC Symbol;Acc:4718]"	1	B0414.3
B0414.3	1	23	HIST1H1T	"histone cluster 1, H1t [Source:HGNC Symbol;Acc:4720]"	1	B0414.3
B0414.5	1	28	CPEB1	cytoplasmic polyadenylation element binding protein 1 [Source:HGNC Symbol;Acc:21744]	1	B0414.5
B0414.5	1	42	RP11-152F13.10.1	0	1	B0414.5
B0414.6	0	29	DDX4	DEAD (Asp-Glu-Ala-Asp) box polypeptide 4 [Source:HGNC Symbol;Acc:18700]	1	B0414.6
B0414.7	0	18	MAP3K4	mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:6856]	1	B0414.7
B0414.8	0	26	C11orf2	chromosome 11 open reading frame 2 [Source:HGNC Symbol;Acc:1172]	1	B0414.8
B0416.1	1	29	TMC1	transmembrane channel-like 1 [Source:HGNC Symbol;Acc:16513]	1	B0416.1
B0416.1	1	27	TMC2	transmembrane channel-like 2 [Source:HGNC Symbol;Acc:16527]	1	B0416.1
B0416.1	1	29	TMC3	transmembrane channel-like 3 [Source:HGNC Symbol;Acc:22995]	1	B0416.1
B0416.1	1	19	TMC4	transmembrane channel-like 4 [Source:HGNC Symbol;Acc:22998]	1	B0416.1
B0416.1	1	13	TMC5	transmembrane channel-like 5 [Source:HGNC Symbol;Acc:22999]	1	B0416.1
B0416.1	1	14	TMC6	transmembrane channel-like 6 [Source:HGNC Symbol;Acc:18021]	1	B0416.1
B0416.1	1	20	TMC7	transmembrane channel-like 7 [Source:HGNC Symbol;Acc:23000]	1	B0416.1
B0416.1	1	20	TMC8	transmembrane channel-like 8 [Source:HGNC Symbol;Acc:20474]	1	B0416.1
B0416.6	0	36	MGAT1	"mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:7044]"	1	B0416.6
B0432.13	0	20	TRAIP	TRAF interacting protein [Source:HGNC Symbol;Acc:30764]	1	B0432.13
B0432.2	0	51	PARK7	parkinson protein 7 [Source:HGNC Symbol;Acc:16369]	1	B0432.2
B0432.4	0	67	SLC25A11	"solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier), member 11 [Source:HGNC Symbol;Acc:10981]"	1	B0432.4
B0432.7	0	16	KIAA1524	KIAA1524 [Source:HGNC Symbol;Acc:29302]	1	B0432.7
B0432.8	0	37	TATDN3	TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:27010]	1	B0432.8
B0432.9	0	23	MBLAC1	metallo-beta-lactamase domain containing 1 [Source:HGNC Symbol;Acc:22180]	1	B0432.9
B0454.6	0	33	SLC7A4	"solute carrier family 7 (orphan transporter), member 4 [Source:HGNC Symbol;Acc:11062]"	1	B0454.6
B0457.1	1	26	ELTD1	"EGF, latrophilin and seven transmembrane domain containing 1 [Source:HGNC Symbol;Acc:20822]"	1	B0457.1
B0457.1	1	18	LPHN1	latrophilin 1 [Source:HGNC Symbol;Acc:20973]	1	B0457.1
B0457.1	1	18	LPHN2	latrophilin 2 [Source:HGNC Symbol;Acc:18582]	1	B0457.1
B0457.1	1	16	LPHN3	latrophilin 3 [Source:HGNC Symbol;Acc:20974]	1	B0457.1
B0464.1	0	63	DARS	aspartyl-tRNA synthetase [Source:HGNC Symbol;Acc:2678]	1	B0464.1
B0464.2	0	40	CTR9	"Ctr9, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:16850]"	1	B0464.2
B0464.5	1	42	SRPK1	SRSF protein kinase 1 [Source:HGNC Symbol;Acc:11305]	1	B0464.5
B0464.5	1	41	SRPK2	SRSF protein kinase 2 [Source:HGNC Symbol;Acc:11306]	1	B0464.5
B0464.5	1	48	SRPK3	SRSF protein kinase 3 [Source:HGNC Symbol;Acc:11402]	1	B0464.5
B0464.6	0	23	TMEM209	transmembrane protein 209 [Source:HGNC Symbol;Acc:21898]	1	B0464.6
B0464.7	1	57	BANF1	barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:17397]	1	B0464.7
B0464.7	1	38	BANF2	barrier to autointegration factor 2 [Source:HGNC Symbol;Acc:16172]	1	B0464.7
B0464.9	0	40	PPME1	protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:30178]	1	B0464.9
B0478.1	1	56	MAPK10	mitogen-activated protein kinase 10 [Source:HGNC Symbol;Acc:6872]	1	B0478.1
B0478.1	1	60	MAPK8	mitogen-activated protein kinase 8 [Source:HGNC Symbol;Acc:6881]	1	B0478.1
B0478.1	1	59	MAPK9	mitogen-activated protein kinase 9 [Source:HGNC Symbol;Acc:6886]	1	B0478.1
B0491.1	0	40	PIGM	"phosphatidylinositol glycan anchor biosynthesis, class M [Source:HGNC Symbol;Acc:18858]"	1	B0491.1
B0491.3	1	10	FAM82A1	"family with sequence similarity 82, member A1 [Source:HGNC Symbol;Acc:26567]"	1	B0491.3
B0491.3	1	12	FAM82A2	"family with sequence similarity 82, member A2 [Source:HGNC Symbol;Acc:25550]"	1	B0491.3
B0491.7	0	60	DPH5	DPH5 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:24270]	1	B0491.7
B0491.8	1	28	CLCN1	"chloride channel 1, skeletal muscle [Source:HGNC Symbol;Acc:2019]"	1	B0491.8
B0491.8	1	31	CLCN2	chloride channel 2 [Source:HGNC Symbol;Acc:2020]	1	B0491.8
B0491.8	1	31	CLCNKA	chloride channel Ka [Source:HGNC Symbol;Acc:2026]	1	B0491.8
B0491.8	1	31	CLCNKB	chloride channel Kb [Source:HGNC Symbol;Acc:2027]	1	B0491.8
B0495.2	1	44	CDK10	cyclin-dependent kinase 10 [Source:HGNC Symbol;Acc:1770]	1	B0495.2
B0495.2	1	34	CDK11A	cyclin-dependent kinase 11A [Source:HGNC Symbol;Acc:1730]	1	B0495.2
B0495.4	1	26	SLC9A1	"solute carrier family 9 (sodium/hydrogen exchanger), member 1 [Source:HGNC Symbol;Acc:11071]"	1	B0495.4
B0495.4	1	28	SLC9A2	"solute carrier family 9 (sodium/hydrogen exchanger), member 2 [Source:HGNC Symbol;Acc:11072]"	1	B0495.4
B0495.4	1	26	SLC9A4	"solute carrier family 9 (sodium/hydrogen exchanger), member 4 [Source:HGNC Symbol;Acc:11077]"	1	B0495.4
B0495.5	0	36	SPATA20	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:26125]	1	B0495.5
B0495.7	0	29	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:23703]	1	B0495.7
B0495.8	0	8	SNRNP27	small nuclear ribonucleoprotein 27kDa (U4/U6.U5) [Source:HGNC Symbol;Acc:30240]	1	B0495.8
B0496.3	1	36	NUAK1	"NUAK family, SNF1-like kinase, 1 [Source:HGNC Symbol;Acc:14311]"	1	B0496.3
B0496.3	1	36	NUAK2	"NUAK family, SNF1-like kinase, 2 [Source:HGNC Symbol;Acc:29558]"	1	B0496.3
B0496.7	1	75	AL928654.7.1	cysteine-rich protein 1  [Source:RefSeq peptide;Acc:NP_001302]	1	B0496.7
B0496.7	1	75	CRIP1	cysteine-rich protein 1 (intestinal) [Source:HGNC Symbol;Acc:2360]	1	B0496.7
B0496.7	1	17	CRIP2	cysteine-rich protein 2 [Source:HGNC Symbol;Acc:2361]	1	B0496.7
B0496.7	1	22	CRIP3	cysteine-rich protein 3 [Source:HGNC Symbol;Acc:17751]	1	B0496.7
B0496.8	1	26	LMCD1	LIM and cysteine-rich domains 1 [Source:HGNC Symbol;Acc:6633]	1	B0496.8
B0496.8	1	32	TES	testis derived transcript (3 LIM domains) [Source:HGNC Symbol;Acc:14620]	1	B0496.8
B0507.2	0	39	BROX	BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:26512]	1	B0507.2
B0511.1	1	27	FKBP14	"FK506 binding protein 14, 22 kDa [Source:HGNC Symbol;Acc:18625]"	1	B0511.1
B0511.1	1	23	FKBP7	FK506 binding protein 7 [Source:HGNC Symbol;Acc:3723]	1	B0511.1
B0511.10	0	48	EIF3E	"eukaryotic translation initiation factor 3, subunit E [Source:HGNC Symbol;Acc:3277]"	1	B0511.10
B0511.12	0	25	PCNX	pecanex homolog (Drosophila) [Source:HGNC Symbol;Acc:19740]	1	B0511.12
B0511.13	0	32	MPPE1	metallophosphoesterase 1 [Source:HGNC Symbol;Acc:15988]	1	B0511.13
B0511.14	1	3	C14orf135	chromosome 14 open reading frame 135 [Source:HGNC Symbol;Acc:20349]	1	B0511.14
B0511.14	1	6	PCNXL3	pecanex-like 3 (Drosophila) [Source:HGNC Symbol;Acc:18760]	1	B0511.14
B0511.4	0	29	TSSK4	testis-specific serine kinase 4 [Source:HGNC Symbol;Acc:19825]	1	B0511.4
B0511.6	0	50	DDX18	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 [Source:HGNC Symbol;Acc:2741]	1	B0511.6
B0511.7	0	38	PPP1R8	"protein phosphatase 1, regulatory subunit 8 [Source:HGNC Symbol;Acc:9296]"	1	B0511.7
B0513.2	0	25	THOC7	THO complex 7 homolog (Drosophila) [Source:HGNC Symbol;Acc:29874]	1	B0513.2
B0513.3	1	21	RPL29	ribosomal protein L29 [Source:HGNC Symbol;Acc:10331]	1	B0513.3
B0513.5	0	43	PRODH	proline dehydrogenase (oxidase) 1 [Source:HGNC Symbol;Acc:9453]	1	B0513.5
B0513.9	0	40	VAMP8	vesicle-associated membrane protein 8 (endobrevin) [Source:HGNC Symbol;Acc:12647]	1	B0513.9
B0523.5	0	50	FLII	flightless I homolog (Drosophila) [Source:HGNC Symbol;Acc:3750]	1	B0523.5
B0524.2	0	40	PNPLA4	patatin-like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:24887]	1	B0524.2
B0545.1	1	46	PRKCD	"protein kinase C, delta [Source:HGNC Symbol;Acc:9399]"	1	B0545.1
B0545.1	1	44	PRKCQ	"protein kinase C, theta [Source:HGNC Symbol;Acc:9410]"	1	B0545.1
B0545.3	1	18	GLIPR1	GLI pathogenesis-related 1 [Source:HGNC Symbol;Acc:17001]	1	B0545.3
B0545.3	1	20	GLIPR1L1	GLI pathogenesis-related 1 like 1 [Source:HGNC Symbol;Acc:28392]	1	B0545.3
B0545.3	1	11	GLIPR1L2	GLI pathogenesis-related 1 like 2 [Source:HGNC Symbol;Acc:28592]	1	B0545.3
B0545.3	1	11	PI16	peptidase inhibitor 16 [Source:HGNC Symbol;Acc:21245]	1	B0545.3
B0545.4	1	5	ZBED1	"zinc finger, BED-type containing 1 [Source:HGNC Symbol;Acc:447]"	1	B0545.4
B0545.4	1	4	ZBED4	"zinc finger, BED-type containing 4 [Source:HGNC Symbol;Acc:20721]"	1	B0545.4
B0545.4	1	4	ZBED6	"zinc finger, BED-type containing 6 [Source:HGNC Symbol;Acc:33273]"	1	B0545.4
B0546.1	0	35	ATPIF1	ATPase inhibitory factor 1 [Source:HGNC Symbol;Acc:871]	1	B0546.1
B0546.2	0	29	OTUD5	OTU domain containing 5 [Source:HGNC Symbol;Acc:25402]	1	B0546.2
B0546.3	0	50	YPEL5	yippee-like 5 (Drosophila) [Source:HGNC Symbol;Acc:18329]	1	B0546.3
B0547.1	0	55	COPS5	COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis) [Source:HGNC Symbol;Acc:2240]	1	B0547.1
B0554.5	0	23	MFSD11	major facilitator superfamily domain containing 11 [Source:HGNC Symbol;Acc:25458]	1	B0554.5
B0563.4	1	31	RP11-745O10.4.1	Uncharacterized proteinUncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6UZH7]	1	B0563.4
B0563.4	1	34	TMBIM4	transmembrane BAX inhibitor motif containing 4 [Source:HGNC Symbol;Acc:24257]	1	B0563.4
B0564.1	0	42	EXOSC4	exosome component 4 [Source:HGNC Symbol;Acc:18189]	1	B0564.1
B0564.10	1	22	PITX1	paired-like homeodomain 1 [Source:HGNC Symbol;Acc:9004]	1	B0564.10
B0564.10	1	23	PITX2	paired-like homeodomain 2 [Source:HGNC Symbol;Acc:9005]	1	B0564.10
B0564.10	1	20	PITX3	paired-like homeodomain 3 [Source:HGNC Symbol;Acc:9006]	1	B0564.10
B0564.2	0	34	ALKBH6	"alkB, alkylation repair homolog 6 (E. coli) [Source:HGNC Symbol;Acc:28243]"	1	B0564.2
B0564.3	1	18	BEST1	bestrophin 1 [Source:HGNC Symbol;Acc:12703]	1	B0564.3
B0564.3	1	27	BEST2	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	1	B0564.3
B0564.3	1	21	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:17105]	1	B0564.3
B0564.3	1	30	BEST4	bestrophin 4 [Source:HGNC Symbol;Acc:17106]	1	B0564.3
B0564.4	1	18	BEST1	bestrophin 1 [Source:HGNC Symbol;Acc:12703]	1	B0564.4
B0564.4	1	27	BEST2	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	1	B0564.4
B0564.4	1	22	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:17105]	1	B0564.4
B0564.4	1	30	BEST4	bestrophin 4 [Source:HGNC Symbol;Acc:17106]	1	B0564.4
BE0003N10.1	0	39	PNPT1	polyribonucleotide nucleotidyltransferase 1 [Source:HGNC Symbol;Acc:23166]	1	BE0003N10.1
BE0003N10.2	1	36	CHN1	chimerin (chimaerin) 1 [Source:HGNC Symbol;Acc:1943]	1	BE0003N10.2
BE0003N10.2	1	34	CHN2	chimerin (chimaerin) 2 [Source:HGNC Symbol;Acc:1944]	1	BE0003N10.2
BE0003N10.3	0	14	FBXO10	F-box protein 10 [Source:HGNC Symbol;Acc:13589]	1	BE0003N10.3
BE10.2	0	36	AGMO	alkylglycerol monooxygenase [Source:HGNC Symbol;Acc:33784]	1	BE10.2
C01A2.3	0	18	OXA1L	oxidase (cytochrome c) assembly 1-like [Source:HGNC Symbol;Acc:8526]	1	C01A2.3
C01A2.4	0	42	CHMP2B	charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:24537]	1	C01A2.4
C01A2.5	0	35	C20orf43	chromosome 20 open reading frame 43 [Source:HGNC Symbol;Acc:15890]	1	C01A2.5
C01B10.3	0	20	INPP5A	"inositol polyphosphate-5-phosphatase, 40kDa [Source:HGNC Symbol;Acc:6076]"	1	C01B10.3
C01B10.8	0	33	METTL13	methyltransferase like 13 [Source:HGNC Symbol;Acc:24248]	1	C01B10.8
C01B10.9	1	26	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative) [Source:HGNC Symbol;Acc:3359]	1	C01B10.9
C01B10.9	1	23	ENPP5	ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative) [Source:HGNC Symbol;Acc:13717]	1	C01B10.9
C01B10.9	1	21	ENPP7	ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:23764]	1	C01B10.9
C01B12.2	1	11	GMEB1	glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:4370]	1	C01B12.2
C01B12.2	1	13	GMEB2	glucocorticoid modulatory element binding protein 2 [Source:HGNC Symbol;Acc:4371]	1	C01B12.2
C01B12.3	1	23	BEST1	bestrophin 1 [Source:HGNC Symbol;Acc:12703]	1	C01B12.3
C01B12.3	1	32	BEST2	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	1	C01B12.3
C01B12.3	1	26	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:17105]	1	C01B12.3
C01B12.3	1	35	BEST4	bestrophin 4 [Source:HGNC Symbol;Acc:17106]	1	C01B12.3
C01B12.4	0	12	AC069257.9.1	Organic solute transporter subunit alpha [Source:UniProtKB/Swiss-Prot;Acc:Q86UW1]	1	C01B12.4
C01B12.5	1	21	BEST1	bestrophin 1 [Source:HGNC Symbol;Acc:12703]	1	C01B12.5
C01B12.5	1	29	BEST2	bestrophin 2 [Source:HGNC Symbol;Acc:17107]	1	C01B12.5
C01B12.5	1	25	BEST3	bestrophin 3 [Source:HGNC Symbol;Acc:17105]	1	C01B12.5
C01B12.5	1	32	BEST4	bestrophin 4 [Source:HGNC Symbol;Acc:17106]	1	C01B12.5
C01B4.6	0	30	GALM	galactose mutarotase (aldose 1-epimerase) [Source:HGNC Symbol;Acc:24063]	1	C01B4.6
C01B7.4	0	34	MPP5	"membrane protein, palmitoylated 5 (MAGUK p55 subfamily member 5) [Source:HGNC Symbol;Acc:18669]"	1	C01B7.4
C01B7.6	0	23	MYCBP2	MYC binding protein 2 [Source:HGNC Symbol;Acc:23386]	1	C01B7.6
C01C10.3	0	26	LPGAT1	lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:28985]	1	C01C10.3
C01C4.3	1	18	AC008735.15.1	putative uncharacterized serine/threonine-protein kinase SgK110  [Source:RefSeq peptide;Acc:NP_001186753]	1	C01C4.3
C01C4.3	1	22	SBK1	SH3-binding domain kinase 1 [Source:HGNC Symbol;Acc:17699]	1	C01C4.3
C01C4.3	1	22	SBK2	"SH3-binding domain kinase family, member 2 [Source:HGNC Symbol;Acc:34416]"	1	C01C4.3
C01F1.1	0	30	GTF2F1	"general transcription factor IIF, polypeptide 1, 74kDa [Source:HGNC Symbol;Acc:4652]"	1	C01F1.1
C01F1.2	1	34	SCO1	SCO cytochrome oxidase deficient homolog 1 (yeast) [Source:HGNC Symbol;Acc:10603]	1	C01F1.2
C01F1.2	1	32	SCO2	SCO cytochrome oxidase deficient homolog 2 (yeast) [Source:HGNC Symbol;Acc:10604]	1	C01F1.2
C01F1.3	0	30	TGDS	"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:20324]"	1	C01F1.3
C01F1.6	0	42	ANKRD13C	ankyrin repeat domain 13C [Source:HGNC Symbol;Acc:25374]	1	C01F1.6
C01F4.2	1	7	ARHGAP11A	Rho GTPase activating protein 11A [Source:HGNC Symbol;Acc:15783]	1	C01F4.2
C01F4.2	1	21	ARHGAP11B	Rho GTPase activating protein 11B [Source:HGNC Symbol;Acc:15782]	1	C01F4.2
C01F4.2	1	15	ARHGAP36	Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:26388]	1	C01F4.2
C01F4.2	1	11	ARHGAP6	Rho GTPase activating protein 6 [Source:HGNC Symbol;Acc:676]	1	C01F4.2
C01F6.8	0	28	CLNS1A	"chloride channel, nucleotide-sensitive, 1A [Source:HGNC Symbol;Acc:2080]"	1	C01F6.8
C01F6.9	0	68	ZNF706	zinc finger protein 706 [Source:HGNC Symbol;Acc:24992]	1	C01F6.9
C01G10.10	0	31	OSGEPL1	O-sialoglycoprotein endopeptidase-like 1 [Source:HGNC Symbol;Acc:23075]	1	C01G10.10
C01G10.11	1	27	FEZ1	fasciculation and elongation protein zeta 1 (zygin I) [Source:HGNC Symbol;Acc:3659]	1	C01G10.11
C01G10.11	1	26	FEZ2	fasciculation and elongation protein zeta 2 (zygin II) [Source:HGNC Symbol;Acc:3660]	1	C01G10.11
C01G10.12	0	18	DNAJC4	"DnaJ (Hsp40) homolog, subfamily C, member 4 [Source:HGNC Symbol;Acc:5271]"	1	C01G10.12
C01G10.7	0	43	CLYBL	citrate lyase beta like [Source:HGNC Symbol;Acc:18355]	1	C01G10.7
